id;adi;yeri;hatlar;point;px;py;weight;is_active;sp_distance;sp_duration;sp_weight
1;20351;Batı Sitesi Mh.1695.Cd.Yenimahalle;290,295;;39.9588;32.6984;0;f;16884.1;1777.3;3630.6
2;11880;Karşıyaka Mh.464.Sk.Gölbaşı;108;;39.7681;32.7444;0;f;34650.1;2350.4;4777.3
3;13205;Kızılay Mh.Mh.Necatibey Cd.Çankaya;512-3,512-4,521-3;;39.9254;32.853;0;f;15238.9;1488.6;2983.4
4;20350;Ergazi Mh.1820.Cd.Yenimahalle;294,296;;39.9593;32.7036;0;f;13591.6;1641.1;3364.2
5;12488;Doğanbey Mh.İstanbul Cd.Altındağ;201-6,369,527-1,527-2,540,540-2,540-6;;39.9381;32.8528;0;f;16598.2;1663.1;3360.1
6;30693;Anayurt Mh.Abdülhakhamit Cd.Mamak;321-6,329;;39.9458;32.9038;5;t;23643.5;2003.2;4036.3
7;31986;Şahintepe Mh.Mh.655/2.Sk.Mamak;341-6,365,367;;39.9222;32.9157;3;t;27880.3;2377.6;4829.8
8;20454;Kentkoop Mh.Başkent Blv.Yenimahalle;201-6,233,235,297-3;;39.9674;32.7286;0;f;14640.1;1707.2;3429.1
9;20410;İlkyerleşim Mh.Başkent Blv.Yenimahalle;201-6,295,298;;39.9687;32.7269;0;f;14327.4;1717.4;3503.4
10;11992;Karaoğlan Mh.Ankara Konya Yolu Gölbaşı;147,149,151,151-2,151-4,151-5,151-6,178,178-3,180;;39.7308;32.8102;0;f;32517.1;2420.1;4869
11;12036;Beynam Köyü Ankara Bala Yolu Bala;178,178-3;;39.6919;32.9298;0;f;48173;3444.5;6919.8
12;30534;Kutlu Mh.İmam Alim Sultan Cd.Mamak;319,375,381,382;;39.9111;32.8936;0;f;19533.7;2186.8;4560.6
13;21440;Atapark Mh.Mh.Aşık Veysel Cd.Keçiören;254,256;;40.0063;32.8477;0;f;24674.1;2387.7;4816.1
14;12307;Yeşilkent Mh.561.Sk.Çankaya;190;;39.861;32.87;0;f;21893.7;2345.9;4806
15;30690;Harman Mh.Abdülhakhamit Cd.Mamak;321-6,329;;39.939;32.9095;0;f;24653.8;2134.1;4301.2
16;10190;Konutkent Mh.2965.Cd.Yenimahalle;587,592-1,593;;39.8781;32.6677;0;f;11693.4;1122.6;2292.3
17;10203;Koru Mh.2629.Cd.Yenimahalle;588,588-1,592-1,593,594,595;;39.8818;32.6721;0;f;11067.2;1032.1;2076.3
18;21559;Gayret Mh.Mh.Aşık Çelebi Sk.Yenimahalle;271;;39.9623;32.8045;0;f;18401.5;1705.5;3435.6
19;12259;Barbaros Mh.Büyükelçi Sk.Çankaya;160,317-3,318,318-6,319;;39.9085;32.8646;0;f;15965.6;1622.5;3285.3
20;30590;Ulubey Mh.Turgut Özal Blv.Altındağ;325,337,369,389;;39.9566;32.8963;0;f;21296.5;1694.7;3398.3
21;30686;Çiğiltepe Mh.Turgut Özal Blv.Mamak;337,344-1,344-2,354,354-3,368,369,389,394,394-3,397,398-3;;39.9513;32.9127;0;f;22813.3;1793.9;3597.4
22;21388;Kanuni Mh.Başkent Cd.Keçiören;255,257;;40.0253;32.8572;0;f;31311.2;2464.9;5030.8
23;51307;-;540,540-6;;39.9669;32.6547;0;f;16545.8;1778.3;3573.7
24;13086;Tulumtaş Mh.Mh. Gölbaşı;194;;39.7564;32.6499;0;f;29014.1;2199.9;4438.3
25;30657;Misket Mh.605.Sk.Mamak;334,334-6,351,353;;39.9315;32.9107;0;f;20958.9;2235.2;4520.6
26;30781;Fahri Korutürk Mh.886.Cd.Mamak;367;;39.9148;32.9261;0;f;28667.7;2313.9;4676
27;10299;Çayyolu Mh.2699.Sk.Yenimahalle;586;;39.878;32.6933;0;f;8055;1147.5;2356.7
28;10310;Koru Mh.Ankaralılar Cd.Yenimahalle;576,587,592-1,593;;39.8839;32.6837;0;f;9745;1043.9;2095.7
29;30863;Feridun Çelik Mh.1652.Cd.Altındağ;393;;39.9694;32.9404;0;f;26891;2342.4;4776.9
30;30891;Dostlar Mh.1436.Sk.Mamak;347-6,349;;39.9251;32.951;0;f;29243.3;2516;5131.3
31;12122;Ayrancı Mh.Hoşdere Cd.Çankaya;173-1,173-4,185-1,185-3,185-6,190;;39.9002;32.8492;0;f;16599;1579.3;3219.4
32;30745;Hacılar Mh.902.Sk.Altındağ;314,392,393,395;;39.9663;32.9119;0;f;23473.7;2003.5;4046.9
33;30741;Battalgazi Mh.Selçuk Cd.Altındağ;312-1,313,320,321,322,335;;39.9614;32.9241;0;f;24886.5;2088.2;4220.3
34;31041;Karapürçek Mh.309.Cd.Altındağ;312,314,320,321,321-6,322,335,345;;39.9654;32.9817;0;f;30259.5;2805.5;5719.5
35;30571;Gülseren Mh.Abdülhakhamit Cd.Mamak;321-6,329;;39.9455;32.8959;0;f;23625.4;2028;4095.9
36;30581;Altınevler Mh.Plevne Cd.Mamak;312,313,314,320,321,321-6,322,322-4,324,329,335,345,354,354-3,368,392,392-6,393,394,394-3,395,397,398-3;;39.9484;32.8959;0;f;23868;2011.2;4085.6
37;20370;Kardelen Mh.2092.Sk.Yenimahalle;299;;39.9799;32.7077;0;f;15559.9;1922;3932.5
38;30787;Şahintepe Mh.291.Cd.Mamak;341-6,365;;39.9139;32.9167;0;f;22404.6;2454.3;5013.5
39;21542;Yayla Mh.Mh.1450.Sk.Keçiören;284,284-6;;39.9919;32.8211;0;f;22709.5;2273.8;4730.8
40;31439;Gökçeyurt Mh.Çocuk Park İçi Yolu Mamak;359,368;;39.9539;33.0402;0;f;39333.2;2948.2;5924.5
41;10637;Üniversiteler Mh.Beytepe Köyü Yolu Çankaya;175;;39.8726;32.7431;0;f;2125.6;359.8;751.7
42;31450;Gökçeyurt Mh.19 Mayıs Blv.Mamak;354,354-3,359,368,394,394-3,397,398-3;;39.9469;33.0402;0;f;38069.9;2792.6;5596.2
43;31789;Kusunlar Mh.Mh. Mamak;334,334-6,344-2;;39.8534;32.9692;0;f;46715.5;3524.1;7110.3
44;20937;-;288,288-2,288-6;;39.9872;32.8444;0;f;21347.5;2059.9;4200.2
45;40129;Varlık Mh.Etlik Cd.Yenimahalle;261,261-6,263,263-2,263-3,263-4,267,267-2,267-4,273,277,278,279,279-2,279-6,281,284,284-6,285,286,288,288-2,288-6;;39.9614;32.8456;0;f;17815.9;1574.2;3155.6
46;31291;Kavaklı Mh.Özgül Sk.Altındağ;315,316,335;;40.0122;33.0484;0;f;46656.8;3688.9;7412.8
47;31316;Karapürçek Mh.Yeşil Kuşak Cd.Altındağ;316,320,321-6;;39.9602;32.9668;0;f;28802.3;2573.8;5185.6
48;31437;Gökçeyurt Mh.Çocuk Park İçi Yolu Mamak;359,368;;39.9593;33.0358;0;f;40026.9;3052.3;6132.5
49;31478;Karşıyaka Mh.Odabaşı Cd.Mamak;354,354-3,394,394-3,397;;39.9669;33.1078;0;f;45677.8;3299.9;6647.5
50;31963;Şahap Gürler Mh.Mh.1229.Sk.Mamak;377;;39.9086;32.9516;0;f;30078.2;2414.5;4902.8
51;32023;Çamlık Mh.Mh.1851.Sk.Altındağ;312;;39.9664;32.9363;0;f;26084.5;2231.7;4540.3
52;40125;Zübeyde Hanım Mh.Turgut Özal Blv.Altındağ;273,369,419,431,445-1,479,484-1;;39.9538;32.8389;0;f;16261.5;1365.6;2737.5
53;40166;Gümüşdere Mh.Keçiören Kvş.Keçiören;369;;39.9593;32.8605;0;f;18220.1;1493.5;2994.7
54;21695;İvedik Mh.Mh.Anadolu Blv.Yenimahalle;227,227-4;;40.0009;32.7727;0;f;19954.5;2217.3;4474.5
55;30449;Aktaş Mh.Serpmeevler Cd.Altındağ;456-1;;39.9467;32.8769;2;t;21713.9;1922.7;3912.6
56;11333;Seğmenler Mh.Beyşehir Gölü Cd.Gölbaşı;107-6,195-1;;39.79;32.8293;2;t;28166.4;2396.9;4869.2
57;10833;Kızılırmak Mh.1427.Cd.Çankaya;132,136,411-3,482-3;;39.8944;32.8074;0;f;12463.8;1249.7;2558.4
58;20935;-;288,288-2,288-6;;39.9886;32.8426;0;f;21620.4;2101.2;4285.7
59;10613;Kızılcaşar Mh.2855.Cd.Gölbaşı;191,191-2,196;;39.8295;32.7503;0;f;9666.9;1312.7;2767.6
60;21810;Atapark Mh.Mh.Baltacılar Cd.Keçiören;252,253,254;;40.0125;32.8507;0;f;24797.9;2410.4;4884.6
61;12213;Devlet Mh.Atatürk Blv.Çankaya;103-1,105-2,105-4,106-2,107-6,191,191-2,192,193,194,195-2,439-1,439-2,439-6,440-1,440-2,474-1,474-2,492-1,492-2,496;;39.9168;32.854;0;f;14963.1;1443.1;2891.9
62;40169;Kavacık Subayevleri Mh.Fahrettin Altay Cd.Keçiören;427-1,427-3,427-6;;39.9656;32.8673;0;f;19697;1652.8;3335.9
63;30600;Ulubey Mh.Altınay Cd.Altındağ;312,313,314,320,321,321-6,322,322-4,335,345,392,392-6,393,395;;39.9583;32.9039;0;f;22239.2;1812.8;3635.4
64;41160;Sirkeli Yeşilyurt Mh.Mh.Kıbrıs Cd.Pursaklar;473;;40.1455;32.8529;6;t;47986.2;4564;9174.4
65;41274;Kösrelikızığı Mh.Mh. Pursaklar;470;;40.1068;32.8756;0;t;43013.5;4002.8;8070.2
66;30902;Tepecik Mh.1484.Cd.Mamak;347,347-6,350;;39.9217;32.9583;0;f;31177.6;2480.2;5006.6
67;21149;Yakacık Mh.3585.Cd.Yenimahalle;215,226,226-2,226-4;;40.0396;32.7658;0;f;23999.8;2742.6;5519.6
68;31148;Yeşilbayır Mh.1772.Sk.Mamak;355,355-4,374-1;;39.9096;32.9616;0;f;30624.8;2387.4;4808.7
69;31164;Küçük Kayaş Mh.Şht.Hanifi Mutlu Cd.Mamak;355,355-4,374-1;;39.9073;32.9707;0;f;31513.1;2547.4;5131.6
70;10167;Alacaatlı Mh.Alacaatlı-Dodurga Yolu Yenimahalle;596,598,598-1;;39.8389;32.6637;0;f;12557.3;1580.3;3231.6
71;30050;Atıfbey Mh.Şht.Kaya Aldoğan Cd.Altındağ;454,454-6;;39.9484;32.8639;0;f;20765.1;1784.5;3630.7
72;31507;Hasanoğlan Bahçelievler Mh.Menderes Blv.Elmadağ;390-3,394,394-3;;39.9797;33.1663;0;f;50496.1;3723.7;7460.6
73;10822;İşçi Blokları Mh.1505.Cd.Çankaya;419;;39.8909;32.803;0;f;12248.2;1343;2703
74;10839;Kızılırmak Mh.1431.Cd.Çankaya;134;;39.8986;32.8085;0;f;11938.9;1201.1;2470.7
75;10855;Beytepe Mh.Mevlana Blv.Çankaya;102-1,103-1,104-2,104-4,105-2,105-4,106-2,107-6,157-3,178-3,191,191-2,192,193,194,195-2;;39.8679;32.8102;0;f;21046.5;1729.8;3612
76;21721;-;222-2,256-2;;39.9698;32.8579;0;f;22286.8;2057;4130.7
77;40266;23 Nisan Mh.Kaleli Sk.Keçiören;255,257;;40.0057;32.881;0;f;26472;2251.1;4578.2
78;10705;Bahçekapı Mh.Söğütözü Cd.Etimesgut;167;;39.9297;32.7908;0;f;13120.3;1419.5;2866.4
79;40649;Saray Gümüşoluk Mh.Sarayköy-Gümüşoluk Yolu Pursaklar;472-2,474-2,486-2,486-6;;40.0817;32.9254;0;f;35155;2823.8;5706.8
80;40555;Yıldıztepe Mh.Celal Esat Arseven Cd.Altındağ;403-6,408;;39.973;32.9024;0;f;23525.7;2000.1;4049.7
81;11378;Yurtbeyi Mh.Örencik Serpme Evler Gölbaşı;179;;39.7698;32.8524;0;f;30301.5;2735.4;5504.7
82;40572;Bağlarbaşı Mh.Bursa Cd.Keçiören;255,410-1,416-1;;39.9927;32.879;0;f;22626.5;2113.4;4263.7
83;40582;Aktepe Mh.966.Sk.Keçiören;404-1,410-1,411-1,411-3,412-1,414-1,415-1,415-6,416-1,418-1,419;;39.9999;32.8844;0;f;26400.6;2189.8;4444.3
84;40707;Karaköy Mh.Atatürk Blv.Altındağ;444-1,444-2;;40.0551;32.9546;0;f;37755.7;3098.7;6322.3
85;40750;Güzelhisar Mh.Çankırı Blv.Akyurt;488-1,488-3,490-2,490-3,490-5;;40.0689;32.9885;0;f;40193.5;2970.5;5979.2
86;40760;Saracalar Mh.Özal Blv.Akyurt;468-2,487-2,487-3,496;;40.0786;32.9638;0;f;38927.7;2928.4;5945
87;21508;Turgut Özal Mh.Mh.2113.Cd.Yenimahalle;240;;39.9915;32.7242;0;f;17111.8;2061.8;4189.4
88;30752;Bostancık Mh.Bostancık Cd.Mamak;325,329,348;;39.9568;32.9215;0;f;24467;2011;4073.6
89;40064;Şefkat Mh.Kızlarpınarı Cd.Keçiören;257,411-2,411-3,419,482-2,482-3,482-6;;39.9835;32.8754;0;f;22177.4;2056.2;4186.1
90;10844;İşçi Blokları Mh.1588.Cd.Çankaya;132,136,411-3;;39.8886;32.798;0;f;11586;1208.9;2445.6
91;40296;Merkez Mh.Şht.Salim Akgül Cd.Pursaklar;439-2,439-6,440-2,484-2;;40.0413;32.8886;0;f;30505.5;2456.8;4989
92;41288;Doğanoluk Mh.Mh. Akyurt;485-1;;40.0551;33.0706;0;f;50192;4237.9;8552
93;11918;Oğulbey Mh.Ankara Bala Yolu Gölbaşı;178,178-3,180;;39.6826;32.8159;0;f;39790;2908.6;5897.9
94;11909;Yağlıpınar Mh.Ankara Konya Yolu Gölbaşı;147,149,151,151-2,151-4,151-5,151-6,180;;39.6547;32.8159;0;f;41457.6;3005.1;6040.5
95;40876;Sünlü Mh.Ankara-Çubuk Yolu Çubuk;487-2,487-3;;40.1692;33.0164;0;f;57028.5;5307.2;10726.1
96;40940;Güzelhisar Mh.81.Sk.Akyurt;485-1;;40.0634;33.0075;0;f;42147.5;3328.6;6722.6
97;40950;Doğanoluk Mh.79.Sk.Akyurt;485-1;;40.0554;33.0567;0;f;48932.6;4049;8173.6
98;41012;Yeşiltepe Mh.Çubuk Cd.Akyurt;488-1,488-3;;40.1388;33.0893;0;f;52139.3;3868.8;7831.1
99;41133;Şenyuva Mh.Mh.Kuzey Ankara TOKİ Keçiören;492-1;;40.0148;32.8909;0;f;26822.7;2149.7;4342.1
100;10877;Balgat Mh.Ziyabey Cd.Çankaya;153,263-4,481-2,481-6;;39.9065;32.817;3;t;12404.7;1147.6;2364.6
101;40194;Seyfi Demirsoy Mh.Çamlıtepe Cd.Altındağ;403-6,413,413-3;;39.9666;32.8853;0;f;21897.5;1833;3691.8
102;20337;Ergazi Mh.Fatih Sultan Mehmet Blv.Yenimahalle;501,502,504,504-2,504-6,505,505-2,506-2,508,508-1,508-3,510,510-2,510-3,510-6,513-2,514,514-3,515,518-2,519-2,520,520-3,523,523-6,525,525-2,525-6,527-2,533,535,536,540,540-2,540-6,542,543-2,555-2,556-1,557,560-3,563-3,565,565-6;;39.9502;32.7025;0;f;13654.4;1624.4;3283.9
103;30635;General Zeki Doğan Mh.Natoyolu Cd.Mamak;330,330-2,336,339,339-3,340,340-2,341,341-6,346,365;;39.9222;32.9046;0;f;21036.4;2275.5;4652.4
104;40106;Merkez Mh.Çile Sk.Pursaklar;437-1;;40.0374;32.8896;0;f;29616.8;2429.8;4957.5
105;31147;Kayaş Mh.Kayaş Cd.Mamak;342,347,347-6,349,350;;39.9159;32.9612;0;f;30447.8;2351.2;4745.9
106;40284;Aktepe Mh.951.Cd.Keçiören;404-2,410-2,411-3,415-2,415-6,416-2,418-2;;40.0031;32.886;0;f;25878.5;2101.2;4248
107;21855;-;278;;39.9905;32.8007;0;f;22245.1;2327.2;4748.1
108;30454;Atıfbey Mh.Altındağ Cd.Altındağ;452-2,456-2;;39.9491;32.8726;0;f;21144.5;1878.7;3882.4
109;30975;Feridun Çelik Mh.1721.Sk.Altındağ;392,395;;39.972;32.9362;0;f;26857.7;2344.6;4788.2
110;10311;Koru Mh.2629.Cd.Yenimahalle;576;;39.8792;32.6768;0;f;11670.9;1116.5;2266.5
111;30992;Feridun Çelik Mh.1652.Cd.Altındağ;393;;39.9809;32.9461;0;f;27278.4;2550.1;5185.5
112;10086;Yukarıyurtçu Mh.Turkuaz TOKİ Konutları Yenimahalle;588-1,589;;39.8118;32.5773;0;f;24322.5;2083.5;4218.8
4402;13098;Üniversiteler Mh.Mh.Angora Blv.Çankaya;564,564-1;;39.8894;32.7208;1;f;4185.4;538.5;1079.5
113;40420;Karacaören Mh.1566.Cd.Altındağ;441-1;;40.0372;32.9144;0;f;30911.2;2473.3;5030.7
114;41286;Doğanoluk Mh.Mh. Akyurt;485-2;;40.0537;33.0634;1;t;49547;4141.4;8357.9
115;30806;Dutluk Mh.19 Mayıs Blv.Mamak;344-2,351,352,353,354,354-3,355,355-4,355-6,357,359,361,363,369,374-2,377,389,394,394-3,397,398-3;;39.9228;32.9253;6;t;28734.7;2206.3;4424.2
116;30434;Plevne Mh.Altındağ Cd.Altındağ;452-1,456-1;;39.9512;32.8697;0;f;20588;1744.6;3516.1
117;20995;Basınevleri Mh.Şükrü Gülesin Sk.Keçiören;203,203-3,204,253,253-6;;39.9703;32.8526;0;f;19985.7;1776.9;3598.2
118;40583;Bağlarbaşı Mh.Bursa Cd.Keçiören;410-1,416-1;;39.997;32.8853;0;f;24426.8;2133.9;4315.8
119;40617;Yunus Emre Mh.Sel Sk.Pursaklar;438-1,440-1,441-1,443-1,444-2,468-1,472-1,474-1,485-2,486-1,486-6,487-1,487-3,488-1,488-3,489-3,490-2,490-3,490-5,496;;40.0318;32.9015;0;f;28731.9;2291.9;4638.4
120;10174;Alacaatlı Mh.Alacaatlı-Dodurga Yolu Yenimahalle;596,598,598-1;;39.8392;32.6635;0;f;13503.2;1733.4;3585.8
121;21745;Macun Mh.Mh.223.Cd.Yenimahalle;250;;39.9577;32.7588;0;f;15429;1691.7;3438.3
122;41484;Gülpınar Mh.Mh.166.Cd.Altındağ;403-6,408;;39.9766;32.8959;0;f;23088;1987.7;4007.3
123;41494;Yunusemre Mh.Mh.110.Sk.Altındağ;403-6,408;;39.9713;32.8929;0;f;22811.9;1954.9;3993.4
124;40335;Yeşiltepe Mh.969.Cd.Keçiören;404-2,415-2,415-6,418-2;;39.9984;32.8921;0;f;23948.7;2061.4;4166.9
125;40400;Merkez Mh.Özal Blv.Pursaklar;468-2,472-2,474-2,485-1,487-2,487-3,488-2,488-3,489-3,490-1,490-3,490-5,496;;40.0403;32.9125;0;f;31380.3;2515.8;5097.5
126;40439;Karacaören Mh.1538.Cd.Altındağ;441-2,443-2;;40.0246;32.9188;0;f;30693.9;2552.7;5195.9
127;40592;Bağlarbaşı Mh.431.Cd.Keçiören;418-1;;39.9966;32.8901;0;f;23757.6;2051.6;4178.7
128;40605;Baraj Mh.Baraj Cd.Altındağ;447-1;;40.0005;32.917;0;f;25666.2;2208.4;4466.3
129;40638;Karacaören Mh.1538.Cd.Altındağ;441-1,443-1;;40.0222;32.9232;0;f;30991.5;2580.6;5199.6
130;21785;Turgut Özal Mh.Mh.2286.Sk.Yenimahalle;287;;39.9961;32.715;0;f;17626.4;2186.5;4494
131;21758;Ayvalı Mh.Mh.Gazze Cd.Keçiören;208,208-4;;39.9726;32.8225;0;f;19218.4;1860.6;3836.4
132;40412;Karacaören Mh.1570.Sk.Altındağ;441-2,444-1;;40.0387;32.9138;0;f;30517;2404.9;4849.7
133;11556;Doğanbey Mh.Talatpaşa Blv.Altındağ;157-3,202-3,204,222,254,257,268,269,277,285,288,288-2,288-6,352,354,354-3,369,394,394-3,397,398-3,404-1,410-2,411-2,415-2,415-6,418-2,461-1,482-2,482-6,522;;39.9362;32.8446;0;f;16852.4;1710.8;3443.9
134;41155;Sirkeli Yeşilova Mh.Mh. Pursaklar;473;;40.145;32.8701;0;f;47126.6;4476.9;9052.8
135;41252;Doğantepe Mh.Mh.Hacı Bayram Veli Cd.Altındağ;445-2;;39.9764;32.9076;0;f;23662.8;2011.3;4045.9
136;41264;Saray Gümüşoluk Mh.Mh. Pursaklar;470;;40.1019;32.9267;0;f;37564.5;3185.8;6434.9
137;41289;Doğanoluk Mh.Mh. Akyurt;485-2;;40.0552;33.0706;0;f;50204.3;4247.6;8607.7
138;41318;Baraj Mh.Mh.Kuzey Ankara 10.Etap Altındağ;492-1,492-2;;40.0148;32.9008;0;f;27519;2253.8;4619.4
139;41331;Baraj Mh.Mh. Altındağ;447-2;;40.0124;32.9047;0;f;27543.5;2259.2;4642.1
140;40371;Kösrelikızığı Mh.Mh. Pursaklar;470;;40.1122;32.9047;0;f;40041.7;3557.3;7178.4
141;41191;Şenyuva Mh.Mh. Keçiören;492-2;;40.0128;32.8916;0;f;26787.9;2168.5;4400.4
142;41301;Baraj Mh.Mh. Altındağ;447-1;;40.0123;32.9065;0;f;26810.1;2336.9;4712.8
143;41401;Baraj Mh.Mh. Altındağ;447-2;;39.998;32.9099;0;f;29664.1;2524.5;5138.5
144;41490;Ali Ersoy Mh.Mh.64.Sk.Altındağ;403-6,408;;39.9696;32.8994;0;f;23122.1;1943.1;3915.1
145;41511;Saray Fatih Mh.Mh.Kumru Sk.Pursaklar;472-2;;40.0731;32.9177;0;f;34122.1;2664.6;5368.4
146;50027;Çiçektepe Mh.Mh. Sincan;516,588,588-1,594;;39.8445;32.5343;0;f;27033.8;2449.2;4948.1
147;30549;Türközü Mh.Ziya Oralay Cd.Mamak;333,381;;39.9111;32.8787;0;f;17900.6;1954.3;4034
148;11611;Kızılay Mh.Atatürk Blv.Çankaya;153,201-6,481-1,481-6;;39.9233;32.8542;0;f;15686.9;1533.8;3093.8
149;41145;Uyanış Mh.Mh.Ayazağa Cd.Keçiören;480-1;;40.009;32.8702;0;f;24542;2390.4;4857.6
150;10371;Prof.Dr.Ahmet Taner Kışlalı Mh.S.Saltoğlu Blv.Yenimahalle;564-1;;39.8744;32.6991;0;f;6753.5;853.3;1734.9
151;41464;Adnan Menderes Mh.Mh.1055.Sk.Keçiören;412-2;;40.0039;32.8831;0;f;26140.6;2164.6;4375
152;50111;Mustafa Kemal Mh.Mh.Eskişehir Yolu Çankaya;171,511-3,512-3,512-4,521-3,530-3,532-3,541-3,602-6;;39.9079;32.763;0;f;6724.9;712.6;1429.2
153;50242;Yeniçimşit Mh.Çimşit Serpmeleri Sincan;509,512,512-3,514,514-2,514-3,526,566;;39.9451;32.5501;0;f;33947.2;2786.9;5618
154;30740;Hacılar Mh.907.Sk.Altındağ;314,392,393,395;;39.9676;32.9157;0;f;24032.1;2088.4;4235.1
155;41466;Bademlik Mh.Mh.Erdinç Sk.Keçiören;480-2;;40.0138;32.8663;0;f;25124.3;2485.2;5035.2
156;41497;Güneşevler Mh.Mh.Şehit Pilot Fatih Korçam Sk.Altındağ;408;;39.9731;32.8862;0;f;21828.6;1814.4;3650
157;30415;Arka Topraklık Mh.Kıbrıs Cd.Çankaya;381;;39.9202;32.873;5;t;18105.5;1887;3899.2
158;10312;Konutkent Mh.2629.Cd.Yenimahalle;587;;39.8791;32.6766;0;f;8491.5;1082.3;2203.5
159;40447;Karacaören Mh.1599.Cd.Altındağ;441-1,443-1;;40.0257;32.9137;0;f;30056.4;2460.4;4959.2
160;31007;Beşikkaya Mh.1905.Sk.Altındağ;312;;39.9714;32.9453;0;f;27176.3;2479.1;5005.4
161;50606;Topçu Mh.1512.Cd.Etimesgut;537;;39.9494;32.6187;5;t;27631.8;1951.6;3926.9
162;30777;Fahri Korutürk Mh.846.Cd.Mamak;334,344-2;;39.9095;32.9265;0;f;28946.6;2303.8;4621.5
163;31609;Başak Mh.1661.Cd.Mamak;314;;39.9613;32.9623;0;f;28610.8;2569.3;5199.5
164;31626;Karşıyaka Mh.Erdoğan Sk.Mamak;398-3;;39.9644;33.1144;0;f;46526.5;3558.7;7169.1
165;31703;Akşemsettin Mh.Mh.Anatolium Mamak;330,330-2,339,339-3,340,340-2,341,346,351,353;;39.8852;32.9346;0;f;32162;2686.7;5434
166;31957;Ulubey Mh.Mh.Karpuzlu-2 Cd.Altındağ;337-4;;39.9594;32.9018;0;f;22086.5;1821.8;3682.4
167;41328;Baraj Mh.Mh. Altındağ;447-2;;40.0054;32.9101;0;f;28828.7;2417.2;4923.5
168;50223;Şeker Mh.Mh.1419.Cd.Etimesgut;545,552,553,575;;39.9689;32.6558;0;f;16580.4;1766.3;3543.4
169;50608;Ayyıldız Mh.1672.Sk.Etimesgut;536,567;;39.9304;32.6114;0;f;28454.2;2279.7;4608.5
170;30039;Hacı Bayram Mh.Çankırı Cd.Altındağ;114-3,279,279-2,279-6,391,403-6,408,437-2,438-2,439-2,439-6,440-2,441-2,443-2,444-1,446-2,447-2,468-2,472-2,474-2,485-1,486-2,486-6,487-2,488-2,490-1,492-2,496;;39.9487;32.8567;0;f;19459.2;1749.3;3522.6
171;30938;Doğantepe Mh.Şht.Hacı Osman Dugan Cd.Altındağ;391,392-6;;39.9738;32.9129;0;f;23739;2026;4102.5
172;30959;Başpınar Mh.Şht.Ertuğrul Kocaer Cd.Altındağ;391,392-6;;39.9786;32.9303;0;f;25727.5;2304.9;4680.7
173;41487;Ali Ersoy Mh.Mh.Celal Esat Arseven Cd.Altındağ;403-6,408;;39.9677;32.8957;0;f;22158.5;1878.2;3816.3
174;50613;Yeşilova Mh.Ayaş Ankara Yolu Blv.Etimesgut;514-2,520-3,521-3,531,531-2,551;;39.9675;32.6263;0;f;18727.5;1811.2;3631.8
175;50623;Eryaman Mh.Birinci Meşrutiyet Cd.Etimesgut;520-3,521-3,531,531-2;;39.9696;32.6256;0;f;19036.2;1859.5;3764.3
176;50644;Bağlıca Mh.Mh.Bağyuva Cd.Etimesgut;597;;39.9006;32.6394;0;f;12699.2;1340.9;2745.6
177;50675;Elvan Mh.1820.Sk.Etimesgut;537;;39.9483;32.6257;0;f;16702.3;2008.3;4099.3
178;50711;Tunahan Mh.Üç Şehitler Cd.Etimesgut;542;;39.9906;32.6175;0;f;33750.3;2128.8;4300.7
179;31103;Şahap Gürler Mh.54.Sk.Mamak;377;;39.9042;32.9573;0;f;31129.8;2450.6;4954.4
180;31173;Küçük Kayaş Mh.Şht.Hanifi Mutlu Cd.Mamak;355,355-4,355-6,374-2;;39.9072;32.974;0;f;31802.3;2601.1;5243.6
181;40725;Melikşah Mh.Talatpaşa Cd.g Çubuk;491;;40.1633;32.9562;0;f;48234.6;4263.7;8596.4
182;50565;Tunahan Mh.Dumlupınar 30 Ağustos Cd.Etimesgut;540,540-2,540-6,541,541-1,541-2,541-3,543-1,580;;39.9907;32.6166;0;f;34617.7;2302.2;4663.1
183;50658;Piyade Mh.1815.Cd.Etimesgut;508-3,532-3,565,565-6,567;;39.9418;32.6406;0;f;15445.4;1903.4;3930.4
184;50579;Ayyıldız Mh.Ahi Mesut Blv.Etimesgut;506-1,508-3,512,512-4,531-2,532,532-3,533,552,565,565-6,566;;39.9427;32.6184;0;f;26683.1;1824.2;3656.1
185;50585;Ayyıldız Mh.Ahi Mesut Blv.Etimesgut;506-1,508-3,512,512-4,531-2,532,532-3,533,552,565,565-6,566;;39.9409;32.6209;0;f;26390.6;1786.6;3580.7
186;50448;Ertuğrulgazi Mh.1562.Cd.Sincan;505,505-2,509,516,524;;39.949;32.5958;0;f;28883.3;2112.5;4235.3
187;41462;Şenlik Mh.Mh.Düz Sk.Keçiören;412-1,412-2,480-1,480-2,483-1,483-2;;39.9996;32.8705;0;f;23364;2202;4451.4
188;41472;Bademlik Mh.Mh.Balkan Sk.Keçiören;480-2;;40.0141;32.868;0;f;25283.7;2541.9;5211.2
189;12364;Umut Mh.Park Sk.Çankaya;160,317-3,318,318-6,319;;39.9039;32.8749;0;f;17606.9;1901.8;3872.9
190;50323;Malazgirt Mh.Buhara Cd.Sincan;514,514-2,514-3,526;;39.9601;32.5698;0;f;33136.7;2465.1;4959.5
