id;adi;yeri;hatlar;point;px;py;weight;is_active;sp_distance;sp_duration;sp_weight
1966;30280;Fahri Korutürk Mh.846.Cd.Mamak;334,344-2;;39.9027;32.9236;0;f;29799.2;2431.8;4877.8
1967;20236;İvedik Mh.İvedik Cd.Yenimahalle;210,215,226,226-2,226-4;;40.0036;32.7808;0;f;19985.1;2221.6;4494.7
1968;10175;Dodurga Mh.Mh.Alacaatlı-Dodurga Yolu Yenimahalle;598-1;;39.8288;32.6537;0;f;14038.3;1762.6;3596.9
1969;10224;Alacaatlı Mh.3296.Cd.Yenimahalle;586;;39.8525;32.6612;0;f;15862.9;1502.4;3030.4
1970;10324;Koru Mh.Ihlamur Cd.Yenimahalle;512,537,566;;39.8908;32.6807;0;f;9316.9;990.8;2030.5
1971;31221;Yeni Bayındır Mh.Kıbrıs Köyü Cd.Mamak;355,357,389;;39.8953;32.9841;0;f;34574.6;2798;5631
1972;40269;Köşk Mh.Anavatan Cd.Keçiören;482-2,482-6,483-2;;40.0076;32.8757;0;f;24250.7;2332.3;4728.1
1973;11043;Huzur Mh.1102.Sk.Çankaya;454,454-6;;39.8756;32.8231;0;f;16508.4;1575.8;3208.7
1974;51197;Erler Mh.Eskişehir Yolu Etimesgut;511-3,512-3,512-4,521-3,530-3,532-3,541-3;;39.9061;32.7159;0;f;6933.2;749.3;1503.9
1975;M10;Mehmet Akif Ersoy Mh.Macunköy Metro İç Yolu Yenimahalle;METRO-Batıkent-Kızılay,METRO-Kızılay-Batıkent;;39.9719;32.7664;0;f;16442;1810.4;3696.6
1976;10213;Konutkent Mh.2629.Cd.Yenimahalle;587,592-1,593;;39.8826;32.6689;0;f;11284.5;1069.4;2206
1977;12721;Beytepe Mh.Mh. Çankaya;110;;39.8581;32.744;0;f;2180.5;367.8;798.3
1978;12800;Keklik Pınarı Mh.Mh.901.Cd.Çankaya;131-2;;39.8653;32.8259;0;f;17512.8;1757.4;3577.2
1979;12829;Gökkuşağı Mh.Mh.Gökkuşağı Cd.Çankaya;153;;39.8723;32.8118;0;f;16055.6;1434.8;2914.1
1980;10253;Alacaatlı Mh.Park Cd.Yenimahalle;586;;39.8636;32.6763;0;f;9478.9;1251.6;2537.4
1981;10309;Prof.Dr.Ahmet Taner Kışlalı Mh.2714.Sk.Yenimahalle;586;;39.8774;32.6903;0;f;7941.2;1050.2;2159.3
1982;11356;Aşağı Dikmen Mh.Karataş Köyü Yolu Çankaya;190;;39.8366;32.8662;0;f;25592.5;3003.9;6150.9
1983;20376;Turgut Özal Mh.2102.Sk.Yenimahalle;287;;39.9844;32.7162;0;f;16112.8;1933.9;3988.3
1984;10673;Üniversiteler Mh.1597.Cd.Çankaya;110,111,175;;39.8849;32.7564;0;f;4250.6;688.9;1450.5
1985;51220;Tunahan Mh.Mh.232.Sk.Etimesgut;542,585;;39.9821;32.6144;0;f;22351.2;2268;4619.5
1986;10427;Mutlukent Mh.Angora Blv.Çankaya;564,564-1;;39.8816;32.712;0;f;5340.8;677.2;1356.8
1987;10469;Mutlukent Mh.2432.Cd.Çankaya;570,570-1,576;;39.9005;32.7075;0;f;6301.2;719.5;1444.3
1988;10506;Mutlukent Mh.Dicle Cd.Çankaya;564,564-1;;39.8963;32.7237;0;f;3912.6;526.8;1078.2
1989;12754;Bahçelievler Mh.Mh.281.Sk.Gölbaşı;104-2,105-2,106-2;;39.7861;32.8169;0;f;26914;2236.8;4552.4
1990;20677;Esentepe Mh.Ragıp Tüzün Cd.Yenimahalle;202,202-3,271-2;;39.9693;32.8019;0;f;19544.2;1887.7;3837.9
1991;10519;Kızılcaşar Mh.İncek Blv.Gölbaşı;102-1,103-1,191,191-2,192,193,194,196,584;;39.8187;32.7204;0;f;9463.2;1356.7;2847.1
1992;31488;Karşıyaka Mh.Odabaşı Cd.Mamak;398-3;;39.9655;33.108;0;f;45765.4;3364.6;6750.2
1993;10943;Ehlibeyt Mh.1264.Sk.Çankaya;481-2,481-6;;39.8936;32.819;0;f;14143.7;1308.8;2664.1
1994;10915;Cevizlidere Mh.Cevizlidere Cd.Çankaya;263-4,481-2,481-6;;39.8829;32.8178;0;f;15243.9;1395.6;2814.6
1995;10980;Balgat Mh.Ziyabey Cd.Çankaya;153,263-4,481-1,481-6;;39.9132;32.8224;0;f;12380.6;1147.8;2364.4
1996;11060;Mürsel Uluç Mh.931.Cd.Çankaya;183-1,183-6,187-1;;39.8616;32.8315;0;f;21021.3;1842.9;3763.1
1997;11102;Aşağı Öveçler Mh.1042.Cd.Çankaya;453;;39.8866;32.8288;0;f;15930.3;1488.9;3004.9
1998;11290;Seğmenler Mh.Karanfil Cd.Gölbaşı;104-2,105-2,106-2;;39.7911;32.8127;0;f;25955.3;2096.5;4268.9
1999;11393;Örencik Mh.Beyşehir Gölü Cd.Gölbaşı;107-6,195-1;;39.7871;32.843;0;f;28526.9;2445.9;4978.7
2000;11415;Beştepeler Mh.Beştepe Cd.Yenimahalle;339-3,479;;39.9231;32.8023;0;f;12712.6;1311.9;2660.6
2001;21755;Mehmet Akif Ersoy Mh.Mh.269.Sk.Yenimahalle;209;;39.9622;32.7747;0;f;16640;1837.3;3684
2002;21754;Ostim Osb Mh.100.Yıl Blv.Yenimahalle;234;;39.9761;32.7446;0;f;16071.3;1885.3;3792.8
2003;11095;Mürsel Uluç Mh.Mh.948.Sk.Çankaya;131-2;;39.866;32.836;0;f;18605.6;1866.2;3817.9
2004;11301;Şafak Mh.Şht.Selami Atabey Cd.Gölbaşı;137;;39.799;32.8111;0;f;25254.2;2016.6;4065
2005;12351;Barbaros Mh.Esat Cd.Çankaya;160,317-3,318,318-6,319;;39.9069;32.8663;0;f;16704.3;1772.3;3596.1
2006;20770;Ayvalı Mh.Takdir Sk.Keçiören;207,208,208-4;;39.9725;32.8188;0;f;18880.6;1811;3706.6
2007;21435;Yeni Batı Mh.2416.Cd.Yenimahalle;295,298;;39.9808;32.6874;0;f;18230.1;1946.1;3902.3
2008;10063;Yukarıyurtçu Mh.Turkuaz TOKİ Konutları Yenimahalle;588-1,589;;39.815;32.5667;0;f;22701.8;1829.8;3681.2
2009;40651;Saray Gümüşoluk Mh.Kurusarı Yolu Pursaklar;472-1,474-1,486-1,486-6;;40.099;32.9274;0;f;37193.6;3129.6;6319.2
2010;50686;Piyade Mh.Mh.1818.Sk.Etimesgut;537;;39.9451;32.6347;2;t;16287.7;1984.1;4038.8
2011;21568;Ostim Osb Mh.1315.Sk.Yenimahalle;214,214-2,216-2;;39.9872;32.7672;0;f;18375.7;2013;4034.7
2012;50993;Saray Mh.Ankara Bolu Yolu Kazan;527-1,555-4,556-4;;40.0473;32.636;0;f;24863.6;2170.1;4350.8
2013;50983;Saray Mh.Keresteciler Blv.Kazan;556-1,556-4;;40.0352;32.6145;0;f;28409.5;2669.1;5368.9
2014;30728;Hacılar Mh.Bulca 1.Sk.Altındağ;313,320,321,321-6,322,322-4,335,345;;39.9614;32.9174;0;f;23755.2;2050;4157.2
2015;51311;-;540,540-6;;39.9668;32.6604;0;f;16055;1704.7;3426.2
2016;50286;Törekent Mh.330.Sk.Sincan;507-2,515,517,525-2,525-6;;39.9901;32.5573;0;f;25572.9;2282;4580.1
2017;20529;Uğur Mumcu Mh.1588.Sk.Yenimahalle;297;;39.9609;32.748;3;t;15206.5;1777;3575
2018;20532;Uğur Mumcu Mh.Başkent Blv.Yenimahalle;201-6,291,293;;39.9636;32.7431;5;t;15142.8;1767.6;3550
2019;50500;Yunus Emre Mh.Menderes Cd.Sincan;519-1,520,520-3,521,521-3,531,541-1;;39.9848;32.5965;2;t;22878.7;2185.7;4447.1
2020;30922;Akşemsettin Mh.1093.Sk.Mamak;334-6,351;;39.9115;32.9367;5;t;29327.5;2349.7;4772.6
2021;30502;Saimekadın Mh.Tıp Fakültesi Cd.Mamak;297-3,330,336,339,339-3,340,341,341-6,346,365,367,373;;39.9267;32.8953;0;f;19677.1;2050.2;4156.3
2022;30308;Boğaziçi Mh.19 Mayıs Blv.Mamak;221-3,352,354,354-3,355,355-4,355-6,357,359,361,363,369,374-2,377,389,394,394-3,397,398-3;;39.9179;32.9339;2;t;28815.7;2225.9;4528
2023;50787;Şehit Osman Avcı Mh.Şehit Mehmet Çavuş Sk.Etimesgut;575;;39.971;32.6532;0;f;16872;1815.3;3706.1
2024;10830;İşçi Blokları Mh.1505.Cd.Çankaya;419;;39.8937;32.8075;0;f;12498.9;1274.1;2607.2
2025;10866;Çiğdem Mh.1550.Cd.Çankaya;134,136;;39.879;32.8039;0;f;15902;1487.2;3048.4
2026;11856;Ballıkpınar Mh.Gölbaşı Haymana Yolu Gölbaşı;108,157-3,177,177-2,182,182-2;;39.7346;32.7537;0;f;33933.2;2553;5163.8
2027;12048;Karaali Merkez Mh.Fatih Cd.Gölbaşı;180;;39.6549;32.9462;0;f;61345.3;4685.4;9403.5
2028;12645;Birlik Mh.Mh.Ziaur Rahman Cd.Çankaya;403-6,413;;39.8789;32.8654;0;f;19440.8;1992.7;4049
2029;30190;Kutlu Mh.Dereboyu Cd.Mamak;375,380-6;;39.9119;32.8929;0;f;19460.7;2174.4;4533.3
2030;30355;Durali Alıç Mh.Doğukent Cd.Mamak;330,334-6,342,351,353;;39.9003;32.9373;0;f;30411.9;2489.8;5076.9
2031;30371;Durali Alıç Mh.938.Cd.Mamak;334-6,337,353;;39.9021;32.9315;0;f;30028.5;2512.2;5087.2
2032;11911;Yağlıpınar Mh.Ankara Konya Yolu Gölbaşı;147,149,151,151-2,151-4,151-5,151-6,180;;39.6699;32.8082;0;f;39540.4;2879.5;5789.4
2033;30997;Beşikkaya Mh.1916.Cd.Altındağ;312,312-1,321-6;;39.9728;32.9535;0;f;27801.5;2491.6;5029.1
2034;31936;Durali Alıç Mh.Mh.Şehitler Cd.Mamak;339,340,340-2,341,341-6,346;;39.901;32.9267;0;f;29858.9;2440.8;4895.4
2035;40032;Adnan Menderes Mh.Kızlarpınarı Cd.Keçiören;411-2,411-3,414-2,419,482-2,482-3,482-6;;39.997;32.874;0;f;23730.3;2248.5;4544.8
2036;40444;Karacaören Mh.1538.Cd.Altındağ;441-2,443-2;;40.0224;32.9196;0;f;30812.4;2576.9;5222.9
2037;40529;Karakum Mh.Hacı Bayram Veli Cd.Altındağ;445-2,446-2;;39.9824;32.9026;0;f;24708.1;2069.4;4191.3
2038;40606;Baraj Mh.Şht.Davut Kara Sk.Altındağ;447-2;;40.0064;32.9177;0;f;26324.6;2307.7;4672.1
2039;40763;Saracalar Mh.Ankara-Çubuk Yolu Akyurt;487-1,487-3,496;;40.0861;32.9714;0;f;38061.2;2853.8;5745.7
2040;41143;Uyanış Mh.Mh.Ayazağa Cd.Keçiören;480-1;;40.0067;32.8708;0;f;24275.3;2364.3;4824.3
2041;11985;Oğulbey Mh.Ankara Konya Yolu Gölbaşı;147,149,178,178-3,180;;39.7143;32.815;0;f;34409.5;2543.9;5116.8
2042;12033;Beynam Köyü Ankara Bala Yolu Bala;178,178-3;;39.685;32.8748;0;f;43176.2;3194.4;6419
2043;12160;Yukarı Dikmen Mh.Alexsander Dubçek Cd.Çankaya;173-2,173-5;;39.8663;32.8526;0;f;19227.2;1908.5;3865.2
2044;20652;Demetlale Mh.Vatan Cd.Yenimahalle;201-6,242,274,275;;39.9662;32.7918;0;f;16927.8;1795.5;3621.5
2045;20287;Batı Sitesi Mh.Mh.1695.Cd.Yenimahalle;290,295;;39.9618;32.6907;0;f;16055.3;1665.4;3385.9
2046;20725;Burç Mh.Sorgun Sk.Yenimahalle;271,271-2;;39.9903;32.7989;0;f;22269.9;2329;4735.2
2047;20165;Ostim Osb Mh.Melih Gökçek Blv.Yenimahalle;225,225-2;;39.9906;32.7442;0;f;20085.5;2251.5;4551
2048;20372;Kardelen Mh.2033 Özamaç Sitesi Yenimahalle;299;;39.9751;32.7105;0;f;14860.2;1794.7;3664.8
2049;20210;İvedik Mh.İvedik Cd.Yenimahalle;210,213,215,225,226,226-2,226-4,227,227-4;;39.9864;32.7758;0;f;18244.8;2004.8;4064.5
2050;20240;Avcılar Mh.1009.Sk.Yenimahalle;275;;39.9867;32.7862;0;f;19178.8;2272.2;4625.8
2051;20381;Kentkoop Mh.1800.Cd.Yenimahalle;294,296;;39.9591;32.7178;0;f;13394.4;1567.7;3199.4
2052;20432;Uğur Mumcu Mh.1611.Cd.Yenimahalle;220-3,221-3,291;;39.9613;32.7319;0;f;13781.2;1603.8;3221.7
2053;20501;İvedik Osb 1468.Cd.Yenimahalle;234;;39.9975;32.7456;0;f;20675.3;2380.4;4836.7
2054;20515;Uğur Mumcu Mh.1656.Sk.Yenimahalle;293,297;;39.9542;32.7374;0;f;14317.3;1684.2;3424
2055;21800;Ostim Osb Mh.Mehmet Akif Ersoy Cd.Yenimahalle;216-2;;39.9764;32.7583;0;f;17518.5;1952.5;3973.1
2056;21837;Yuvaköy Mh.Mh.Yuvaköy-İvedik Yolu Yenimahalle;217;;40.0039;32.7497;0;f;20926.5;2454.7;4953.5
2057;21873;İlkyerleşim Mh.1904.Cd.Yenimahalle;240;;39.9684;32.7284;0;f;14142.9;1669.2;3403.5
2058;21876;Ostim OSB Mh.Enerji Cd.Yenimahalle;240;;39.9753;32.7363;0;f;15897.8;1868.2;3769.1
2059;51525;Saray Mh.Mh.7.Cd.Kazan;556-4;;40.0359;32.6167;0;f;28596;2697.1;5424.9
2060;30325;Durali Alıç Mh.Sultan Fatih Cd.Mamak;339,339-3,340,341,341-6,346;;39.8945;32.9305;0;f;30791.1;2577;5175.9
2061;30708;Karaağaç Mh.255.Sk.Mamak;343,347-6,348;;39.9382;32.9207;0;f;25117.8;2033.5;4134.2
2062;40532;Yıldıztepe Mh.Celal Esat Arseven Cd.Altındağ;185-3,403-6,408;;39.972;32.9059;0;f;23183.8;1950;3924.9
2063;31364;Kayaş Mh.1538.Sk.Mamak;359,368;;39.9146;32.976;0;f;31516.1;2422.1;4878.5
2064;21256;Şehit Kubilay Mh.Değirmendere Cd.Keçiören;213,271,271-2,275;;39.9953;32.7994;0;f;22622.1;2375.2;4801.1
2065;21486;Atapark Mh.Mh.Aşık Veysel Cd.Keçiören;254,256-2;;40.0044;32.8446;0;f;25012.3;2438.5;4918
2066;51460;Alsancak Mh.Mh.2201.Sk.Etimesgut;530-2,538;;39.9283;32.6521;1;t;15460.1;1699.2;3449.4
2067;12457;Büyükesat Mh.Uğur Mumcu Cd.Çankaya;114-3,303,304,304-6,391;;39.8937;32.8766;0;f;18591.2;1898.6;3846.6
2068;10595;Beytepe Mh.1859.Cd.Çankaya;191,191-2,584;;39.8391;32.7183;0;f;6371.3;909.3;1943.2
2069;21115;-;202,271-2;;39.958;32.8156;0;f;16975.8;1521.4;3050.9
2070;12479;Karataş Mh.İstiklal Cd.Çankaya;190;;39.8232;32.8823;0;f;27644.7;3373.2;6889.7
2071;10200;Konutkent Mh.Eskişehir Yolu Yenimahalle;528,583,588,588-1,589,591,594,595,602-6;;39.886;32.6655;0;f;10314.2;939.6;1884.1
2072;10413;Mutlukent Mh.1920.Cd.Çankaya;570;;39.8901;32.7057;0;f;5454.1;704;1417.8
2073;30337;Akşemsettin Mh.Doğukent Cd.Mamak;330,337,337-4,342,351,353;;39.8947;32.9358;0;f;30672.8;2458.4;4953.9
2074;31495;Hasanoğlan Bahçelievler Mh.Ankara Kırıkkale Yolu Elmadağ;354,354-3,397;;39.9657;33.1603;0;f;48923;3503.1;7018
2075;50321;Tandoğan Mh.Buhara Cd.Sincan;514,514-2,514-3,526;;39.9603;32.5698;6;t;33160.4;2476.9;5014.4
2076;20494;İvedik Osb 1473.Sk.Yenimahalle;234;;39.992;32.7377;0;f;17947;2188.1;4487.9
2077;30249;Orta İmrahor Mh.İmrahor Cd.Çankaya;333;;39.893;32.9025;0;f;21448.2;2658.5;5457
2078;30522;Hürel Mh.Şht.İdris Yılmaz Cd.Mamak;326,347-6;;39.9362;32.8984;0;f;24328;2177;4434.8
2079;11294;Eymir Mh.Şht.Selami Atabey Cd.Gölbaşı;195-1;;39.7974;32.8164;0;f;25563.6;2053.9;4140.9
2080;31061;Üreğil Mh.19 Mayıs Blv.Mamak;221-3,352,354,354-3,355,355-4,355-6,357,359,361,363,368,369,374-1,377,389,394,394-3,397,398-3;;39.9162;32.9386;0;f;28148.1;2143.3;4296.3
2081;40047;Kavacık Subayevleri Mh.Ahmet Önder Park İçi Yolu Keçiören;427-1,427-3,427-6;;39.9704;32.8722;0;f;20219.1;1731.4;3512.5
2082;31634;Lalahan Mh.Gençlik Cd.Mamak;398-3;;39.9771;33.1168;0;f;45891.7;3487.3;7055.6
2083;31719;Akşemsettin Mh.Mh.Doğukent Cd.Mamak;330,330-2,334-6;;39.8929;32.9349;0;f;30886;2484;5005.4
2084;31732;Araplar Mh.Mh.Büyükşehir Toplu Konutları Mamak;349;;39.9276;32.943;0;f;29082.9;2555.8;5244.2
2085;31788;Kusunlar Mh.Mh. Mamak;334,334-6,344-2;;39.851;32.9656;0;f;46241.4;3392.7;6847.7
2086;31803;Kusunlar Mh.Mh.Doğakent TOKİ Konutları Mamak;334,334-6,344-2;;39.8519;32.9686;0;f;46525.3;3471.4;7005
2087;11115;Devlet Mh.Çetin Emeç Blv.Çankaya;154-2,155-2,155-6,203-3,453,454,454-6;;39.8967;32.8379;0;f;15355.5;1413.7;2842.9
2088;40182;Altınpark Mh.İrfan Baştuğ Cd.Altındağ;114-3,185-3,408,437-2,438-2,439-2,439-6,440-2,441-2,443-2,444-1,445-2,446-2,447-2,468-2,472-2,474-2,484-2,485-1,486-2,486-6,487-2,487-3,488-2,488-3,489-3,490-1,490-3,490-5,492-2,496;;39.9668;32.8742;0;f;23002.7;1909.3;3885.3
2089;40189;Ahiler Mh.Çevreli Cd.Altındağ;317-3,403-6,413,413-3;;39.9609;32.8819;0;f;20379.7;1744.7;3531.2
2090;40231;Şenlik Mh.Fatih Cd.Keçiören;421-3,461-2,479,481-2,481-6;;39.9952;32.8636;0;f;23069.2;2163;4368.7
2091;40249;Uyanış Mh.Aşıkpaşa Cd.Keçiören;421-3,461-2,479,481-2,481-6;;40.0102;32.8636;0;f;24408.2;2354;4772.6
2092;41098;Zübeyde Hanım Mh.Samanyolu Cd.Altındağ;409,431;;39.9511;32.8432;0;f;17146.4;1485.1;2987.2
2093;41163;Yıldırım Mh.Mh.Nurettin Cankurtaran Cd.Akyurt;468-2,488-2;;40.1263;33.074;0;f;50236.7;3700.4;7526.6
2094;41175;Balıkhisar Mh.Mh.Balıkhisar Köyü Yolu Akyurt;468-2;;40.0958;32.9929;0;f;42577;3675.6;7432.8
2095;12584;Alacaatlı Mh.Yeşil Barış Sitesi Yenimahalle;592,592-1;;39.8418;32.6972;0;f;6785.4;1197;2511.4
2096;11630;Sağlık Mh.Mithatpaşa Cd.Çankaya;261;;39.9237;32.8572;0;f;16301.3;1653.6;3314.1
2097;41205;Yıldırım Mh.Mh.Kızık Cd.Akyurt;468-1;;40.1277;33.0969;0;f;52952.2;4026.4;8149.4
2098;41209;Yıldırım Mh.Mh.Kızık Cd.Akyurt;468-2;;40.1271;33.1038;0;f;53548.6;4115.8;8328.4
2099;41270;İkipınar Mh.Mh. Çubuk;471;;40.1532;32.9153;0;f;44619.6;4202;8487
2100;41304;Baraj Mh.Mh. Altındağ;447-1;;40.0055;32.9098;0;f;25758.2;2201.6;4442.2
2101;41306;Kavacık Subayevleri Mh.Mh.Cihangir Cd.Keçiören;427-2,427-6;;39.9704;32.87;0;f;20235.4;1716.9;3486.8
2102;41339;Saracalar Mh.Mh.Ankara-Çubuk Yolu Akyurt;487-1;;40.0931;32.9733;0;f;38856.3;2956;5950.3
2103;50287;Törekent Mh.Ahmet Andiçen Cd.Sincan;503-1,507-2,515,517,518-2,525-2,525-6,529,531-2,560,577-1;;39.9908;32.562;0;f;25813.5;2312.6;4653.8
2104;50311;Pınarbaşı Mh.103.Sk.Sincan;508-3,523,523-6;;39.9437;32.5737;0;f;31690.7;2502.9;5075.7
2105;50316;Aşağıyurtçu Mh.Mh.Yurtkent Ankara Villaları Yenimahalle;588,588-1,594;;39.8351;32.5346;0;f;27861.8;2631.2;5327.2
2106;50393;Fatih Mh.Gazi Mustafa Kemal Blv.Sincan;507-2,515,516,517,518-1,525-2,525-6;;39.9843;32.5879;0;f;24048.4;2218.3;4449.3
2107;30179;Aşıkpaşa Mh.Şemsettin Günaltay Cd.Çankaya;333,381;;39.9071;32.8852;0;f;18546.1;2082.7;4274.3
2108;12819;Beytepe Mh.Mh.11.Cd.Çankaya;110,111;;39.8555;32.7555;0;f;3441;595.5;1313
2109;12833;Cevizlidere Mh.Mh.1222.Cd.Çankaya;153;;39.8802;32.8129;0;f;15202.3;1303.3;2622.9
2110;12844;-;592,592-1;;39.8323;32.6948;0;f;8008.6;1389.3;2959.1
2111;13204;Fidanlık Mh.Mh.Mithatpaşa Cd.Çankaya;512-3,512-4,521-3;;39.9232;32.8574;0;f;16359.2;1661;3329
2112;13516;Kırkkonaklar Mh.Mh.450.Cd.Çankaya;303;;39.885;32.8912;0;f;21448.1;2356.5;4827.6
2113;11086;-;183-1,183-2,183-6,187-1,187-2;;39.8624;32.8287;0;f;18290.2;1888.4;3848.3
2114;21022;19 Mayıs Mh.Alacalı Sk.Keçiören;222-2;;39.9879;32.8534;0;f;22087.4;2058.7;4221.8
2115;21199;İvedik Mh.İvedik Cd.Yenimahalle;215,226,226-2,226-4;;40.0109;32.7816;0;f;20835.5;2331.1;4713.4
2116;20524;Uğur Mumcu Mh.1587.Cd.Yenimahalle;297;;39.9599;32.7456;0;f;14904.6;1738.8;3493.1
2117;21025;19 Mayıs Mh.Dalgıç Cd.Keçiören;222-2,256-2,273,414-1;;39.9846;32.8563;0;f;21805.7;2011.7;4122.9
2118;20976;Kuşcağız Mh.Gün Sazak Cd.Keçiören;203,203-3,204,253,253-6;;39.9932;32.8563;0;f;22438.9;2094.3;4270.3
2119;20584;Mehmet Akif Ersoy Mh.296.Cd.Yenimahalle;214,214-2,216,216-2;;39.9737;32.7661;0;f;16553.6;1812.9;3652.6
2120;10908;Gökkuşağı Mh.1164.Cd.Çankaya;263-4,481-1,481-6;;39.8741;32.8142;0;f;16346.3;1542.8;3168.7
2121;50224;Aşağıyurtçu Mh.Mh.Yurtkent Ankara Villaları Yenimahalle;516,588,588-1,594;;39.8323;32.5364;2;t;27731.5;2585.6;5280.9
2122;11857;Hacıhasan Mh.Sevgi Çiçeği Cd.Gölbaşı;157-3,177,177-2,182,182-2;;39.7446;32.755;0;f;32931.1;2511.5;5128.9
2123;50862;Fatih Sultan Mh.2375.Cd.Etimesgut;576,591;;39.8772;32.6479;0;f;13873.2;1243.2;2564.1
2124;21315;Kuşcağız Mh.Tarhanlar Cd.Keçiören;225,252,253,253-6,254,256-2;;39.9975;32.8421;0;f;23229.9;2310.9;4687.3
2125;21336;Hisar Mh.Okul Cd.Keçiören;225,266,266-6,268;;40.053;32.8413;0;f;34395.9;2815.9;5673.5
2126;11595;Kızılay Mh.Atatürk Blv.Çankaya;131-2,145-3,183-2,183-6,186-2,187-2,530-3;;39.9235;32.8543;5;t;15710.5;1536.6;3099.5
2127;30160;Şehit Cengiz Topel Mh.Ziya Oralay Cd.Mamak;333,381;;39.9195;32.8781;0;f;17924.7;1859.3;3819.9
2128;50319;Saraycık Mh.1601.Cd.Sincan;516;;39.9345;32.5727;0;f;32501.1;2601.8;5235.8
2129;20879;Etlik Mh.Adnan Yüksel Cd.Keçiören;261,261-6,267-2;;39.9802;32.8283;0;f;20543.4;1960.9;3996.9
2130;40209;Sirkeli Yeşilyurt Mh.Özdemir Sk.Pursaklar;473,489-3;;40.1398;32.8503;0;f;47888;4569.5;9204.3
2131;31106;Şahap Gürler Mh.1193.Sk.Mamak;377;;39.9021;32.9593;0;f;31415.5;2488.5;5001.8
2132;13790;-;153;;39.8579;32.8102;0;t;18565.8;1582.3;3212.8
2133;52283;-;576;;39.9019;32.692;0;f;7473.2;771.3;1548.2
2134;31063;Köstence Mh.Kayaş Cd.Mamak;220-3;;39.918;32.9405;0;f;28513.9;2207.4;4462.8
2135;30803;Bahçeleriçi Mh.19 Mayıs Blv.Mamak;220-3,221-3,347,349,350,352,355,355-4,355-6,357,359,361,363,374-1,377;;39.9265;32.9205;0;f;27375.2;2226.1;4493.9
2136;11568;Eti Mh.Gazi Mustafa Kemal Blv.Çankaya;204,222,222-2,254,257,259,268,269,269-2,270,285,288,288-2,288-6,404-2,410-2,411-2,415-2,415-6,418-2,461-2,482-2,482-6;;39.9272;32.8471;0;f;16136.7;1517.3;3055.4
2137;31852;Kızılca Mh.Mh.19 Mayıs Blv.Mamak;354,354-3,359,368,394,394-3,397,398-3;;39.9406;33.0281;0;f;36822.2;2711;5432.8
2138;31107;Yeşilbayır Mh.Sağduyu Cd.Mamak;355-6,361,363;;39.9068;32.9593;0;f;30613.9;2377.6;4786.2
2139;50428;Akşemsettin Mh.Çağlayan Cd.Sincan;525,525-2,525-6;;39.9666;32.5928;0;f;22345;2125;4287.8
2140;51082;Göksu Mh.1.İnönü Cd.Etimesgut;580,580-1;;39.9951;32.6387;0;f;20856.9;2126.4;4375.7
2141;50964;Kışla Mh.Anadolu Otoyolu Kazan;555-4;;40.1084;32.6016;0;f;48146.9;2610.1;5257
2142;10453;Ümit Mh.2432.Cd.Yenimahalle;570,570-1;;39.903;32.7091;0;f;6443;782.5;1577.8
2143;50779;Altay Mh.Osman Bey Cd.Etimesgut;542,545;;39.9727;32.6442;0;f;17797.2;1930.7;3914.2
2144;10208;Konutkent Mh.2965.Cd.Yenimahalle;592-1,593;;39.8772;32.671;0;f;9061.9;1156.5;2374.9
2145;50681;Elvan Mh.Ahi Elvan Cd.Etimesgut;506-2,512-4,531,532,533,552;;39.95;32.6329;0;f;16129.8;1918.3;3857.1
2146;10232;Alacaatlı Mh.Alacaatlı-Dodurga Yolu Yenimahalle;598,598-1;;39.8478;32.6746;0;f;11024.3;1394.6;2875.8
2147;10256;Alacaatlı Mh.Ümitköy-Alacaatlı Köyü Yolu Yenimahalle;596,598,598-1;;39.8579;32.6791;0;f;9720.6;1215;2463.1
2148;50601;Ayyıldız Mh.1656.Sk.Etimesgut;536,567;;39.9318;32.6215;0;f;27155.2;2041.2;4135.8
2149;11366;Örencik Mh.Örencik Serpme Evler Gölbaşı;179;;39.779;32.8405;0;f;28852.7;2518.2;5069.6
2150;11756;Tulumtaş Mh.2434.Sk.Gölbaşı;192,194,196;;39.7618;32.6598;0;f;27726.9;1980.9;3975.9
2151;10363;Alacaatlı Mh.Beyler Cd.Yenimahalle;584,592-1,593;;39.8642;32.6986;0;f;6689;939.6;2002.2
2152;13789;-;564,564-1;;39.8636;32.7188;0;f;4816.7;791;1737.8
2153;12709;Seğmenler Mh.Mh.Beyşehir Gölü Cd.Gölbaşı;107-6,195-2;;39.79;32.8293;0;f;28166.4;2396.9;4869.2
2154;41296;Baraj Mh.Mh. Altındağ;447-1;;40.0055;32.91;0;f;28818.5;2415.9;4920.8
2155;11512;Anıttepe Mh.Anıt Cd.Çankaya;267,267-2;;39.9333;32.8377;0;f;15099.3;1397.4;2828.7
2156;11039;Şehit Cevdet Özdemir Mh.Sokullu Mehmet Paşa Cd.Çankaya;154-2,155-2,155-6,203-3;;39.8776;32.8318;0;f;17071.4;1623.6;3282.1
2157;11841;Gökçehöyük Mh.Ankara Cd.Gölbaşı;157-3,182-2;;39.6672;32.733;0;f;41786.5;3118.8;6330.8
2158;30508;Aşık Veysel Mh.Tıp Fakültesi Cd.Mamak;297-3,330,330-2,336,339,339-3,340,340-2,341,341-6,346,365,367,373;;39.9265;32.8952;0;f;19862.2;2086.8;4292.9
